loan_id,customer_id,loan_type,principal_amount,interest_rate_pct,term_months,origination_date,monthly_payment,credit_score_at_origination,dti_ratio,status,days_past_due
LN701305,CUST100846,BNPL,441.6,13.57,48,2022-06-23,11.97,714,0.68,Paid Off,0
LN701306,CUST108163,Personal,22280.01,11.27,36,2023-10-27,732.27,720,0.15,Current,0
LN701307,CUST109825,Auto,17951.95,13.68,24,2026-02-27,859.21,648,0.5,Current,0
LN701308,CUST109120,Auto,3074.9,9.93,36,2025-10-18,99.12,688,0.22,Late,87
LN701309,CUST107656,Personal,11152.87,12.57,48,2022-08-15,296.83,625,0.61,Current,0
LN701310,CUST110978,Personal,16795.05,11.85,24,2022-04-16,789.43,605,0.54,Paid Off,0
LN701311,CUST102545,Personal,30567.03,16.08,60,2024-10-03,744.63,545,0.46,Default,184
LN701312,CUST104861,Auto,7840.71,15.42,24,2022-02-24,381.74,601,0.51,Paid Off,0
LN701313,CUST106891,Personal,10733.63,8.16,36,2024-06-28,337.15,684,0.6,Current,0
LN701314,CUST106465,Debt Consolidation,8933.88,9.77,6,2023-03-26,1531.7,681,0.25,Current,0
LN701315,CUST109101,Auto,6431.02,10.62,36,2021-03-17,209.39,690,0.4,Current,0
LN701316,CUST103982,BNPL,1194.18,11.06,36,2025-08-03,39.13,650,0.21,Current,0
LN701317,CUST109919,BNPL,1425.4,11.34,48,2025-02-06,37.08,631,0.42,Current,0
LN701318,CUST107377,Personal,8718.05,12.87,36,2022-05-22,293.2,651,0.5,Paid Off,0
LN701319,CUST109033,Personal,28572.54,8.5,12,2024-11-26,2492.09,717,0.22,Paid Off,0
LN701320,CUST104571,Auto,28173.78,11.77,12,2026-02-06,2500.18,619,0.41,Current,0
LN701321,CUST101338,BNPL,452.35,4.51,12,2021-09-19,38.62,782,0.37,Paid Off,0
LN701322,CUST106736,BNPL,1051.2,12.62,48,2024-12-11,28,551,0.69,Default,248
LN701323,CUST109965,BNPL,491.19,10.04,6,2021-11-07,84.28,689,0.27,Late,36
LN701324,CUST109957,BNPL,377.73,10.24,36,2021-12-03,12.23,754,0.11,Late,49
LN701325,CUST110900,Debt Consolidation,29302.81,14.6,36,2022-08-01,1010.06,644,0.29,Paid Off,0
LN701326,CUST107117,Personal,6394.63,16.52,12,2024-12-20,581.76,611,0.32,Paid Off,0
LN701327,CUST102101,BNPL,609.01,10.71,24,2026-04-27,28.3,685,0.27,Current,0
LN701328,CUST102236,Personal,6838.02,13.14,48,2026-05-31,183.92,753,0.32,Current,0
LN701329,CUST102862,Personal,32556.21,8.26,48,2025-10-01,798.77,807,0.42,Current,0
LN701330,CUST107420,Auto,12458.25,18.13,60,2026-01-07,317.24,392,0.56,Default,205
LN701331,CUST110916,Personal,30898.76,9.22,12,2024-11-13,2705.3,691,0.45,Paid Off,0
LN701332,CUST108486,BNPL,1366.24,13.75,24,2026-04-26,65.44,633,0.45,Current,0
LN701333,CUST106825,Debt Consolidation,2067.14,10.5,12,2022-02-21,182.22,681,0.24,Current,0
LN701334,CUST109210,BNPL,349.57,13.88,12,2022-07-18,31.37,575,0.31,Paid Off,0
LN701335,CUST100927,Auto,30263.52,8.85,12,2025-12-31,2644.48,730,0.47,Current,0
LN701336,CUST103577,Personal,23482.91,17.81,12,2021-11-06,2150.79,522,0.38,Paid Off,0
LN701337,CUST107209,Personal,12084.67,10.28,24,2024-08-22,559.21,688,0.35,Late,31
LN701338,CUST104214,Auto,28817.48,10.83,6,2024-09-16,4955.76,671,0.32,Paid Off,0
LN701339,CUST105704,Personal,22853.09,17.01,36,2024-03-26,814.89,604,0.41,Current,0
LN701340,CUST107226,Auto,21668.26,15.48,12,2026-06-28,1960.65,476,0.61,Current,0
LN701341,CUST107628,Auto,25755.23,12.38,36,2021-02-15,860.12,644,0.48,Paid Off,0
LN701342,CUST102759,Personal,10497.41,6.78,36,2022-09-16,323.07,745,0.15,Paid Off,0
LN701343,CUST101689,BNPL,743.9,13.32,6,2023-09-25,128.84,578,0.53,Default,228
LN701344,CUST110529,BNPL,650.94,10.34,48,2023-06-09,16.62,712,0.17,Current,0
LN701345,CUST101599,Personal,5027.5,12.05,48,2023-12-25,132.52,644,0.55,Current,0
LN701346,CUST107580,Personal,14670.99,3.9,60,2024-08-10,269.53,810,0.37,Current,0
LN701347,CUST102729,Debt Consolidation,17088.33,19.75,48,2021-02-13,517.73,560,0.39,Current,0
LN701348,CUST110509,Personal,21124.8,7.68,24,2021-06-09,952.34,782,0.28,Paid Off,0
LN701349,CUST104677,Auto,32915.16,11.43,60,2023-05-06,722.73,644,0.48,Current,0
LN701350,CUST101189,Personal,15681.61,7.52,24,2026-03-06,705.81,752,0.29,Current,0
LN701351,CUST102101,Auto,24687.47,10.8,6,2024-07-16,4245.16,685,0.29,Paid Off,0
LN701352,CUST110293,Auto,33352.24,11.11,24,2025-05-17,1556.18,684,0.37,Current,0
LN701353,CUST106663,BNPL,165.52,14.49,60,2023-09-21,3.89,603,0.45,Current,0
LN701354,CUST103216,Personal,20653.41,12.15,36,2025-07-04,687.47,635,0.51,Current,0
LN701355,CUST106843,Personal,17676.06,11.28,12,2026-06-20,1564.55,732,0.37,Current,0
LN701356,CUST109084,Personal,30510.93,12.89,60,2021-10-09,692.5,686,0.31,Current,0
LN701357,CUST106087,Auto,28970.61,13.21,36,2024-09-28,979.07,675,0.48,Current,0
LN701358,CUST106231,Personal,17683.58,17.58,24,2026-02-10,879.25,487,0.51,Default,168
LN701359,CUST100507,Personal,5589.59,13.28,12,2022-06-19,499.98,649,0.38,Current,0
LN701360,CUST102645,Auto,28274.59,10.92,24,2025-10-03,1316.77,764,0.52,Current,0
LN701361,CUST105984,Auto,7301.84,13.99,48,2025-04-05,199.5,637,0.59,Default,157
LN701362,CUST101697,Personal,21995.36,9.73,24,2023-12-16,1012.24,627,0.38,Paid Off,0
LN701363,CUST104116,Personal,8286.58,8.03,36,2025-06-26,259.79,734,0.23,Current,0
LN701364,CUST107181,Auto,17485.7,17.41,24,2023-10-14,867.98,511,0.43,Paid Off,0
LN701365,CUST102583,Personal,31945.05,10.96,24,2025-06-28,1488.3,629,0.17,Current,0
LN701366,CUST102926,Auto,10284.93,9.67,36,2024-09-03,330.27,679,0.26,Current,0
LN701367,CUST104968,Auto,8523.1,14.81,36,2024-08-30,294.66,621,0.45,Current,0
LN701368,CUST109799,Personal,23316.21,16.7,60,2021-09-12,575.71,567,0.65,Default,97
LN701369,CUST101353,Personal,31031.65,10.14,36,2025-11-09,1003.34,674,0.37,Current,0
LN701370,CUST106218,Debt Consolidation,11216.05,8.62,24,2021-03-10,510.45,692,0.68,Paid Off,0
LN701371,CUST102957,Personal,5720.34,9.24,48,2022-05-06,143,827,0.35,Paid Off,0
LN701372,CUST104579,Auto,13528.28,13.07,36,2023-11-03,456.28,659,0.41,Current,0
LN701373,CUST106157,BNPL,1230.62,12.5,12,2026-02-13,109.63,682,0.51,Current,0
LN701374,CUST100426,Debt Consolidation,26863.12,5.91,6,2026-03-06,4554.68,765,0.28,Current,0
LN701375,CUST110404,Auto,12605.46,12.14,12,2021-06-14,1120.81,706,0.32,Paid Off,0
LN701376,CUST104179,Personal,28674.19,9.94,48,2022-06-29,726.43,711,0.21,Paid Off,0
LN701377,CUST104611,Personal,9151,11.01,12,2023-12-27,808.82,682,0.45,Paid Off,0
LN701378,CUST100396,BNPL,791.3,9.31,24,2021-09-13,36.26,693,0.5,Paid Off,0
LN701379,CUST110376,BNPL,1137.67,10.87,6,2021-10-29,195.67,661,0.49,Paid Off,0
LN701380,CUST108988,Debt Consolidation,30942.37,10.78,36,2023-06-07,1009.79,596,0.32,Paid Off,0
LN701381,CUST109832,Personal,19863.74,10.4,60,2023-07-31,425.97,678,0.39,Current,0
LN701382,CUST100748,Debt Consolidation,31778.66,10.66,24,2024-08-13,1476.12,625,0.38,Current,0
LN701383,CUST107755,Personal,31953.61,13.01,36,2022-07-02,1076.8,657,0.63,Paid Off,0
LN701384,CUST104799,Auto,16153.67,6.73,12,2023-09-10,1395.71,756,0.2,Current,0
LN701385,CUST100693,Auto,27683.76,13.7,48,2022-09-08,752.34,562,0.31,Default,248
LN701386,CUST110345,Personal,8110,16.46,24,2025-07-15,398.88,583,0.43,Current,0
LN701387,CUST106195,Auto,32268.91,13.95,12,2021-08-17,2896.57,582,0.69,Default,126
LN701388,CUST106098,Auto,6365.67,13.85,24,2021-03-20,305.18,676,0.49,Default,112
LN701389,CUST109804,Debt Consolidation,16242.82,15.16,24,2024-08-02,788.8,554,0.48,Current,0
LN701390,CUST106126,Personal,27540.36,8.94,12,2024-10-11,2407.68,723,0.25,Paid Off,0
LN701391,CUST108570,Personal,20528.29,12.61,24,2023-02-18,972.2,606,0.63,Default,145
LN701392,CUST107146,Personal,8682.24,12.86,36,2025-03-30,291.95,703,0.47,Current,0
LN701393,CUST105781,Personal,5595.53,13.74,12,2024-01-25,501.72,549,0.4,Current,0
LN701394,CUST107831,Personal,29615.45,18.16,36,2022-10-12,1073.05,513,0.41,Default,146
LN701395,CUST105506,Personal,9826.13,8.85,36,2025-08-29,311.78,676,0.42,Current,0
LN701396,CUST105554,Personal,33508.1,8.49,24,2025-10-19,1522.98,668,0.2,Current,0
LN701397,CUST103534,Auto,19417.46,12.37,24,2026-02-04,917.41,623,0.21,Current,0
LN701398,CUST104585,BNPL,1466.1,12.36,36,2026-04-05,48.95,661,0.65,Current,0
LN701399,CUST104334,BNPL,984.23,15.72,36,2025-10-16,34.47,625,0.35,Current,0
LN701400,CUST105994,Auto,32804.45,15.23,12,2023-06-12,2964.44,582,0.44,Paid Off,0
LN701401,CUST102169,Personal,5817.65,14.14,12,2025-05-22,522.73,661,0.28,Paid Off,0
LN701402,CUST108948,Auto,18849.34,13.38,48,2025-02-18,509.24,615,0.39,Late,25
LN701403,CUST103727,BNPL,878.53,19.35,36,2021-12-10,32.36,632,0.37,Current,0
LN701404,CUST107032,Personal,22694.32,4.85,6,2023-10-06,3836.07,815,0.36,Default,141
LN701405,CUST103691,BNPL,1386.01,13.53,12,2022-11-01,124.14,642,0.53,Paid Off,0
LN701406,CUST106527,Personal,16232.42,8.64,24,2025-02-15,738.9,691,0.28,Current,0
LN701407,CUST105090,Personal,30464.07,10.5,6,2023-05-21,5233.97,625,0.57,Default,225
LN701408,CUST106189,Personal,10816.64,8.1,6,2023-11-30,1845.6,768,0.31,Current,0
LN701409,CUST103873,Auto,27791.54,14.89,48,2021-08-25,771.91,695,0.28,Paid Off,0
LN701410,CUST101590,Auto,24236.98,13.49,12,2022-04-25,2170.36,575,0.35,Paid Off,0
LN701411,CUST104400,Debt Consolidation,33666.73,14.29,12,2022-07-13,3027.43,610,0.72,Paid Off,0
LN701412,CUST101137,Debt Consolidation,4113.44,14.1,24,2021-02-16,197.69,569,0.51,Current,0
LN701413,CUST108632,Auto,28473.2,9.3,12,2022-01-20,2493.99,716,0.38,Paid Off,0
LN701414,CUST101344,Personal,14955.09,14.81,36,2021-12-05,517.03,526,0.58,Default,207
LN701415,CUST108152,Personal,28754.77,12.1,6,2024-07-11,4963.01,683,0.54,Paid Off,0
LN701416,CUST104130,BNPL,536.5,11.11,24,2022-12-28,25.03,732,0.49,Paid Off,0
LN701417,CUST109452,Debt Consolidation,18380.67,4.83,36,2022-09-22,549.48,802,0.24,Late,33
LN701418,CUST109192,Debt Consolidation,10626.01,16.74,12,2023-07-17,967.83,606,0.31,Paid Off,0
LN701419,CUST106313,Auto,14114.68,15.18,24,2021-11-30,685.58,657,0.38,Current,0
LN701420,CUST110529,Personal,31728.57,13.62,24,2024-06-13,1517.69,712,0.16,Current,0
LN701421,CUST101702,Auto,18628.46,11.95,36,2025-02-21,618.29,569,0.44,Current,0
LN701422,CUST109438,BNPL,782.98,12.37,12,2021-10-24,69.7,620,0.41,Current,0
LN701423,CUST104795,Personal,16870.88,16.29,36,2026-01-12,595.55,639,0.3,Current,0
LN701424,CUST101072,BNPL,917.99,18.81,48,2022-05-01,27.36,568,0.25,Paid Off,0
LN701425,CUST110584,BNPL,163.11,17.7,12,2026-05-23,14.93,614,0.53,Current,0
LN701426,CUST101813,BNPL,640.16,7.66,36,2025-09-16,19.96,723,0.44,Current,0
LN701427,CUST101741,Auto,18061.32,14.8,48,2025-08-10,500.83,613,0.46,Current,0
LN701428,CUST109430,Personal,8071.64,5.01,6,2026-03-22,1365,832,0.32,Current,0
LN701429,CUST107817,Personal,19566.6,10.32,36,2023-06-13,634.3,712,0.49,Paid Off,0
LN701430,CUST106640,Auto,18018.58,15.67,36,2022-01-21,630.55,598,0.47,Current,0
LN701431,CUST101906,BNPL,695.03,14.63,36,2024-06-14,23.97,567,0.5,Current,0
LN701432,CUST106383,Auto,3397.42,12.57,12,2023-05-03,302.76,695,0.35,Current,0
LN701433,CUST106899,Personal,1641.2,13.44,24,2025-03-17,78.37,609,0.3,Current,0
LN701434,CUST101931,BNPL,1269.66,14.26,24,2021-09-15,61.12,710,0.3,Current,0
LN701435,CUST105709,Personal,29834.8,12,12,2025-07-21,2650.79,636,0.24,Current,0
LN701436,CUST109648,Personal,8881.48,13.89,12,2023-11-18,796.98,685,0.39,Paid Off,0
LN701437,CUST102303,Auto,13938.39,17.25,36,2024-12-06,498.68,577,0.27,Current,0
LN701438,CUST109986,Personal,14346.56,7.3,48,2024-10-29,345.55,745,0.31,Current,0
LN701439,CUST103676,Debt Consolidation,7242.39,13.2,24,2026-05-26,345,635,0.52,Current,0
LN701440,CUST109712,Personal,13987.26,12.09,48,2022-03-10,368.96,688,0.38,Current,0
LN701441,CUST104620,Debt Consolidation,18308.82,7.05,60,2022-04-23,362.97,735,0.35,Current,0
LN701442,CUST104814,Personal,28771.82,9.76,36,2024-02-04,925.15,737,0.07,Current,0
LN701443,CUST105525,Personal,9383.65,14.47,12,2026-06-06,844.61,612,0.55,Current,0
LN701444,CUST105241,Personal,31040.88,12.56,48,2023-09-16,825.99,699,0.4,Late,37
LN701445,CUST109732,Personal,8101.11,19.18,24,2023-09-16,409.07,551,0.53,Default,243
LN701446,CUST105205,Personal,4450.56,7.18,36,2023-10-05,137.79,832,0.11,Current,0
LN701447,CUST103829,Personal,10787.89,10.74,24,2025-08-06,501.5,695,0.57,Current,0
LN701448,CUST107076,Personal,13829.02,8.07,60,2024-08-09,280.87,693,0.16,Current,0
LN701449,CUST103920,Personal,3993.85,9.18,36,2021-01-17,127.34,763,0.18,Paid Off,0
LN701450,CUST102610,Personal,9513.78,13.6,48,2025-01-02,258.07,631,0.41,Current,0
LN701451,CUST110179,BNPL,1413.98,13.23,60,2022-05-11,32.34,596,0.34,Current,0
LN701452,CUST109624,Personal,8742.94,13.12,12,2021-01-18,781.39,679,0.12,Current,0
LN701453,CUST110749,Auto,31266.26,13.84,12,2022-04-04,2804.95,623,0.62,Paid Off,0
LN701454,CUST110640,Debt Consolidation,32312.63,10.67,12,2022-10-05,2850.87,642,0.4,Current,0
LN701455,CUST106149,Personal,24154.44,12.44,6,2023-07-16,4173.06,614,0.35,Current,0
LN701456,CUST110381,Personal,15592.63,11.2,48,2022-08-19,404.52,596,0.43,Current,0
LN701457,CUST103629,Auto,16077.91,14.12,60,2023-08-27,375.11,589,0.48,Current,0
LN701458,CUST101706,Personal,8669.57,17.16,36,2025-07-31,309.78,566,0.62,Late,25
LN701459,CUST103161,Debt Consolidation,9910.01,12.78,36,2021-01-14,332.86,625,0.74,Current,0
LN701460,CUST107803,Personal,30012.49,12.41,24,2021-01-08,1418.55,681,0.35,Current,0
LN701461,CUST100432,BNPL,949.11,11.39,12,2023-05-19,84.06,624,0.36,Current,0
LN701462,CUST110990,Auto,4655.79,11.55,24,2022-10-26,218.19,687,0.48,Paid Off,0
LN701463,CUST104030,Debt Consolidation,14188.14,12.16,36,2021-03-26,472.33,628,0.33,Paid Off,0
LN701464,CUST103912,Personal,20572.41,14.61,12,2025-09-30,1853.05,584,0.43,Late,52
LN701465,CUST107735,Personal,16026.63,12.71,36,2025-07-20,537.76,647,0.18,Current,0
LN701466,CUST102063,Auto,16663.82,12.57,36,2021-02-24,558.02,599,0.45,Late,65
LN701467,CUST100507,Auto,18101.02,14.04,36,2022-03-22,619,649,0.48,Current,0
LN701468,CUST108768,BNPL,312.13,11.75,6,2023-04-02,53.82,756,0.45,Current,0
LN701469,CUST101250,Personal,15890.62,11.24,24,2021-03-25,742.4,587,0.28,Paid Off,0
LN701470,CUST106478,Personal,31152.37,13.93,24,2025-11-05,1494.69,639,0.68,Current,0
LN701471,CUST102492,BNPL,1483.62,15.79,48,2022-09-09,41.89,678,0.29,Current,0
LN701472,CUST109498,Debt Consolidation,10659.78,15.02,24,2025-04-24,516.96,570,0.41,Current,0
LN701473,CUST110889,Personal,30102.95,14.05,48,2025-09-09,823.36,694,0.38,Current,0
LN701474,CUST108465,Auto,12079.59,7.89,48,2023-03-10,294.27,702,0.38,Current,0
LN701475,CUST103687,Auto,7761.82,19.61,24,2026-02-15,393.57,619,0.24,Late,74
LN701476,CUST104693,Personal,14698.07,18.18,36,2025-07-16,532.7,558,0.56,Current,0
LN701477,CUST103980,Debt Consolidation,18847.87,9.46,24,2022-11-21,865.04,757,0.37,Paid Off,0
LN701478,CUST107658,Personal,4426.18,12.67,6,2024-09-04,765.2,658,0.33,Current,0
LN701479,CUST107225,BNPL,1490.26,12.49,12,2023-10-16,132.75,671,0.35,Current,0
LN701480,CUST107505,Personal,8390.29,8.16,12,2026-02-03,730.48,651,0.27,Current,0
LN701481,CUST106927,Personal,3626.61,14.32,24,2022-05-03,174.67,616,0.34,Paid Off,0
LN701482,CUST107482,Auto,16030.58,13.77,48,2026-03-25,436.21,592,0.4,Current,0
LN701483,CUST100492,Debt Consolidation,20997.14,14.65,24,2024-04-05,1014.59,515,0.39,Current,0
LN701484,CUST110615,Debt Consolidation,10082.17,10.31,48,2026-01-19,257.21,632,0.33,Current,0
LN701485,CUST110436,Auto,25519.35,10.8,36,2025-05-29,833.06,677,0.49,Late,79
LN701486,CUST109445,Personal,15042.28,14.81,36,2023-11-04,520.05,616,0.44,Current,0
LN701487,CUST104803,Auto,22550.76,14.86,24,2021-03-29,1091.91,635,0.59,Current,0
LN701488,CUST102433,BNPL,1183.37,17.95,48,2025-08-06,34.73,537,0.51,Current,0
LN701489,CUST100430,Auto,30002,17.55,6,2023-03-02,5259.38,552,0.41,Paid Off,0
LN701490,CUST103099,Debt Consolidation,23928.16,11.59,36,2023-10-21,790.08,605,0.62,Default,233
LN701491,CUST104331,Personal,6615,18.12,36,2025-08-25,239.55,455,0.62,Default,265
LN701492,CUST106103,BNPL,1431.42,10.73,48,2021-12-08,36.81,725,0.19,Paid Off,0
LN701493,CUST104788,Auto,20876.43,16.73,36,2022-07-28,741.5,506,0.5,Current,0
LN701494,CUST110617,Debt Consolidation,16984.17,9.82,36,2025-04-16,546.6,680,0.18,Current,0
LN701495,CUST108599,Personal,18093.07,11.52,6,2024-06-06,3117.64,597,0.29,Paid Off,0
LN701496,CUST102920,Debt Consolidation,23885.89,12.15,12,2026-03-17,2123.91,532,0.44,Current,0
LN701497,CUST100366,BNPL,408.48,14.53,6,2022-11-07,70.99,579,0.45,Default,135
LN701498,CUST102652,BNPL,1093.19,22.01,12,2025-09-11,102.32,521,0.68,Current,0
LN701499,CUST110726,Debt Consolidation,34149.19,15.85,12,2026-02-10,3095.96,598,0.58,Current,0
LN701500,CUST108479,Personal,26817.68,14.64,36,2024-05-25,924.92,628,0.44,Late,77
LN701501,CUST110891,Personal,24737.79,16.4,48,2023-06-14,706.15,588,0.44,Default,148
LN701502,CUST105499,Debt Consolidation,8134.02,14.39,36,2024-02-13,279.54,563,0.41,Current,0
LN701503,CUST110672,Personal,24833.27,15.6,24,2025-06-16,1211.17,596,0.31,Current,0
LN701504,CUST107968,BNPL,679.1,9.18,12,2026-03-25,59.44,742,0.48,Current,0
LN701505,CUST100743,BNPL,962.62,13.56,36,2024-02-12,32.69,550,0.4,Default,143
LN701506,CUST101183,Personal,30681.35,11.45,12,2023-04-02,2718.11,643,0.59,Paid Off,0
LN701507,CUST101866,Auto,32059.04,14.73,12,2025-03-25,2889.51,613,0.47,Paid Off,0
LN701508,CUST102679,BNPL,308.51,10.41,24,2021-05-05,14.29,732,0.35,Paid Off,0
LN701509,CUST104848,Personal,22784.4,11.69,60,2023-03-01,503.26,582,0.38,Current,0
LN701510,CUST106790,Auto,10690.65,11.81,36,2024-01-01,354.11,734,0.3,Current,0
LN701511,CUST109116,BNPL,1054.36,12.74,6,2021-08-22,182.31,582,0.46,Paid Off,0
LN701512,CUST108756,Debt Consolidation,29242.34,14.52,24,2021-08-24,1411.2,558,0.63,Default,223
LN701513,CUST106232,Auto,5698.43,7.59,48,2025-08-27,138.02,725,0.32,Current,0
LN701514,CUST104173,Personal,14494.03,16.4,6,2024-10-23,2532.53,600,0.41,Current,0
LN701515,CUST110522,Personal,24672.07,11.64,6,2022-05-11,4252.74,700,0.15,Current,0
LN701516,CUST104548,Personal,23647.87,13.19,60,2023-07-31,540.36,623,0.41,Current,0
LN701517,CUST102389,Auto,30236.1,12.4,36,2025-06-24,1010.06,665,0.37,Current,0
LN701518,CUST106345,BNPL,363.25,13.45,48,2025-06-19,9.83,596,0.39,Current,0
LN701519,CUST105143,Personal,8244.38,8.64,60,2021-03-25,169.7,700,0.3,Paid Off,0
LN701520,CUST101266,Debt Consolidation,8944.71,19.72,24,2024-03-18,454.03,507,0.63,Default,97
LN701521,CUST102400,BNPL,436.22,12.6,24,2024-08-14,20.66,703,0.3,Current,0
LN701522,CUST107547,Personal,10146.01,15.94,60,2022-06-23,246.41,654,0.35,Current,0
LN701523,CUST100207,Debt Consolidation,15493.07,7.08,36,2023-08-07,478.95,775,0.29,Current,0
LN701524,CUST107492,Personal,25418.66,12.03,12,2021-05-31,2258.77,698,0.26,Late,88
LN701525,CUST104473,Personal,34314.18,8.26,48,2022-07-16,841.9,671,0.29,Paid Off,0
LN701526,CUST104191,BNPL,1420.44,14.46,12,2025-06-27,127.84,646,0.73,Current,0
LN701527,CUST100961,Auto,4313.64,13.38,12,2021-01-04,386.05,585,0.26,Current,0
LN701528,CUST101830,Auto,7615.24,18.93,12,2023-02-10,701.54,489,0.52,Default,192
LN701529,CUST102208,BNPL,947.66,15.02,36,2025-05-17,32.86,605,0.37,Default,258
LN701530,CUST100861,Auto,29788.97,16.45,12,2022-11-12,2709.13,580,0.5,Current,0
LN701531,CUST102689,Personal,26361.57,8.66,36,2025-08-07,834.13,757,0.19,Current,0
LN701532,CUST101745,Personal,6830.37,9.54,36,2022-12-21,218.92,680,0.3,Paid Off,0
LN701533,CUST105644,Auto,9648.86,14.72,36,2023-09-28,333.16,615,0.57,Default,211
LN701534,CUST100830,Personal,22774.35,15.14,36,2022-04-30,791.04,610,0.43,Paid Off,0
LN701535,CUST106944,Personal,5129.47,12.7,6,2022-08-18,886.86,749,0.33,Paid Off,0
LN701536,CUST104880,Auto,18081.9,14.21,12,2025-09-29,1625.31,662,0.26,Current,0
LN701537,CUST102204,Personal,27866.56,14.87,36,2025-07-09,964.23,645,0.34,Current,0
LN701538,CUST108321,BNPL,1478.12,10.49,36,2025-07-27,48.04,618,0.5,Default,267
LN701539,CUST110358,BNPL,584.38,8.5,6,2026-01-07,99.83,709,0.38,Current,0
LN701540,CUST104838,Personal,12187.23,16.44,60,2025-12-06,299.23,566,0.33,Current,0
LN701541,CUST105332,Personal,25361.5,15.43,24,2023-11-25,1234.88,582,0.4,Late,88
LN701542,CUST110821,Auto,16349.46,14.6,12,2021-12-01,1472.59,578,0.38,Paid Off,0
LN701543,CUST102202,Personal,34431.45,17.94,36,2024-10-24,1243.74,491,0.5,Default,106
LN701544,CUST110189,Auto,30080.81,10.61,24,2023-09-23,1396.56,698,0.27,Paid Off,0
LN701545,CUST103380,BNPL,741.23,12.45,36,2022-12-29,24.78,670,0.44,Current,0
LN701546,CUST110382,Debt Consolidation,25370.49,10.77,24,2025-10-21,1179.76,625,0.62,Late,32
LN701547,CUST103222,Debt Consolidation,3472.78,14.76,12,2025-11-12,313.05,637,0.43,Current,0
LN701548,CUST108617,Personal,28045.72,12.48,36,2024-05-31,937.96,606,0.54,Current,0
LN701549,CUST108147,Debt Consolidation,5928.55,13.24,36,2021-04-14,200.44,629,0.36,Current,0
LN701550,CUST104759,Debt Consolidation,26783.07,16.64,12,2025-10-19,2438.17,541,0.21,Late,64
LN701551,CUST106335,Auto,6538.25,14.27,6,2021-07-22,1135.51,596,0.48,Paid Off,0
LN701552,CUST103823,Personal,29109.9,7.08,24,2021-08-17,1304.38,756,0.34,Paid Off,0
LN701553,CUST107375,BNPL,775.64,7.2,6,2022-11-01,132,683,0.25,Paid Off,0
LN701554,CUST108766,Auto,4156.97,17.61,24,2023-06-20,206.75,602,0.39,Paid Off,0
LN701555,CUST105075,Auto,16643.1,11.63,60,2023-05-29,367.11,679,0.38,Current,0
LN701556,CUST102938,BNPL,587.92,11.28,36,2024-02-04,19.33,639,0.58,Current,0
LN701557,CUST109509,Personal,4302.66,9.31,24,2021-10-14,197.18,684,0.43,Current,0
LN701558,CUST104062,Personal,20648.99,12.61,60,2026-04-13,465.72,664,0.4,Current,0
LN701559,CUST108588,Personal,9957.78,13.01,12,2021-08-01,889.45,727,0.45,Paid Off,0
LN701560,CUST109818,Auto,18424.23,11.55,60,2025-04-01,405.66,738,0.25,Late,26
LN701561,CUST106221,Debt Consolidation,32615.69,12.46,24,2023-06-10,1542.35,533,0.69,Current,0
LN701562,CUST104640,Debt Consolidation,20019.57,16.03,12,2026-01-31,1816.68,567,0.37,Current,0
LN701563,CUST101955,BNPL,1422.19,15.71,24,2022-04-01,69.44,649,0.26,Current,0
LN701564,CUST104675,Personal,30325.19,9.56,12,2021-11-04,2659.86,702,0.47,Current,0
LN701565,CUST110342,Debt Consolidation,33845.59,16.7,24,2023-10-08,1668.53,522,0.51,Default,204
LN701566,CUST100256,Auto,29530.53,15.91,36,2023-11-15,1036.89,570,0.47,Default,216
LN701567,CUST108530,Auto,18725.01,11,24,2024-08-15,872.73,552,0.49,Current,0
LN701568,CUST107624,BNPL,1000.12,20.91,48,2021-01-08,30.92,430,0.66,Default,190
LN701569,CUST110857,Personal,4614.57,14.23,24,2023-08-26,222.06,575,0.45,Current,0
LN701570,CUST101707,Personal,26160.88,9.28,24,2025-02-11,1198.52,710,0.45,Current,0
LN701571,CUST100435,Auto,9039.09,8.71,60,2024-07-03,186.37,678,0.29,Current,0
LN701572,CUST110291,Auto,14427.22,12.26,12,2025-05-03,1283.6,644,0.38,Current,0
LN701573,CUST108549,Auto,29520.83,10.62,24,2025-03-30,1370.7,667,0.33,Current,0
LN701574,CUST106043,Personal,25058.52,11.12,6,2024-12-01,4312.92,719,0.58,Paid Off,0
LN701575,CUST100647,Personal,19735.14,10.23,24,2024-01-16,912.77,691,0.27,Late,26
LN701576,CUST101548,Auto,34059.89,11.61,6,2025-02-26,5870.42,660,0.38,Current,0
LN701577,CUST102049,Debt Consolidation,26910.76,15.08,24,2022-05-01,1305.84,557,0.46,Paid Off,0
LN701578,CUST102059,Personal,20015.74,17.02,60,2025-10-11,497.66,681,0.05,Current,0
LN701579,CUST102519,Auto,12764.23,16.37,36,2023-11-07,451.09,522,0.41,Current,0
LN701580,CUST105892,Debt Consolidation,28584.41,12.98,60,2025-10-13,650.09,656,0.57,Current,0
LN701581,CUST106491,Auto,15753.5,10.75,48,2025-09-03,405.25,678,0.27,Late,37
LN701582,CUST104710,BNPL,168.53,14.14,36,2021-08-12,5.77,605,0.47,Late,19
LN701583,CUST103672,Personal,32482.4,14.09,24,2025-11-06,1560.96,600,0.32,Default,168
LN701584,CUST104811,BNPL,342.68,13.05,12,2021-05-06,30.62,579,0.56,Current,0
