ticket_id,customer_id,ticket_date,category,channel,priority,resolution_hours,resolved,satisfaction_score
TCK502044,CUST104108,2022-07-06,Billing,Phone,High,22.8,TRUE,4
TCK502045,CUST102230,2021-03-02,General,Email,High,7.3,TRUE,2
TCK502046,CUST109942,2025-08-30,Complaint,Twitter/X,Low,4.8,TRUE,4
TCK502047,CUST105791,2024-12-23,Fraud/Dispute,In-App Chat,Low,1.3,TRUE,3
TCK502048,CUST107869,2025-11-23,Loan Inquiry,In-App Chat,Low,15.2,TRUE,4
TCK502049,CUST104914,2022-06-23,Loan Inquiry,In-App Chat,Medium,8.1,TRUE,5
TCK502050,CUST100407,2023-05-02,Card Issue,Twitter/X,High,5.1,FALSE,1
TCK502051,CUST108069,2024-09-25,Login/Access,Twitter/X,Medium,9.4,TRUE,4
TCK502052,CUST108167,2021-02-14,Login/Access,Phone,Low,39.9,TRUE,5
TCK502053,CUST109510,2024-04-05,Card Issue,In-App Chat,High,2.9,TRUE,1
TCK502054,CUST109747,2022-03-07,Loan Inquiry,In-App Chat,High,4,TRUE,5
TCK502055,CUST101933,2021-12-24,Complaint,In-App Chat,Urgent,8.1,TRUE,4
TCK502056,CUST110117,2023-12-06,Fraud/Dispute,In-App Chat,Medium,3.7,FALSE,2
TCK502057,CUST109910,2024-01-25,Login/Access,Twitter/X,Medium,15.9,TRUE,4
TCK502058,CUST106686,2025-02-04,General,In-App Chat,High,9.4,TRUE,4
TCK502059,CUST100595,2023-10-30,Fraud/Dispute,Phone,Urgent,10.7,TRUE,5
TCK502060,CUST110555,2024-05-28,Login/Access,In-App Chat,Medium,15.7,TRUE,5
TCK502061,CUST107849,2022-07-28,Fraud/Dispute,In-App Chat,Urgent,9.9,TRUE,5
TCK502062,CUST101295,2024-11-09,Billing,In-App Chat,High,8.8,FALSE,4
TCK502063,CUST108592,2023-05-10,Card Issue,In-App Chat,Low,7.8,TRUE,5
TCK502064,CUST105616,2024-05-27,Card Issue,Phone,Low,3.5,TRUE,3
TCK502065,CUST109726,2023-12-21,General,Email,Low,4.8,TRUE,4
TCK502066,CUST101681,2023-05-17,Login/Access,Email,Low,20.2,TRUE,5
TCK502067,CUST105654,2022-03-22,Loan Inquiry,Email,Medium,6.8,TRUE,5
TCK502068,CUST109672,2023-05-15,Loan Inquiry,In-App Chat,Low,21,TRUE,4
TCK502069,CUST107054,2024-06-05,Fraud/Dispute,Twitter/X,Low,5.3,TRUE,4
TCK502070,CUST104344,2021-12-14,Card Issue,Twitter/X,Low,36.6,TRUE,4
TCK502071,CUST102822,2025-11-20,General,In-App Chat,Medium,18.8,TRUE,3
TCK502072,CUST108024,2021-03-06,Billing,In-App Chat,Urgent,11.6,TRUE,4
TCK502073,CUST104327,2021-05-02,General,Phone,Low,7.7,TRUE,5
TCK502074,CUST107278,2022-02-26,Fraud/Dispute,In-App Chat,Medium,13.3,TRUE,3
TCK502075,CUST104412,2022-07-09,Card Issue,Email,Urgent,11.4,TRUE,4
TCK502076,CUST105320,2025-04-03,Loan Inquiry,Email,Urgent,6.8,TRUE,5
TCK502077,CUST101127,2022-08-29,Login/Access,In-App Chat,Low,6.3,TRUE,5
TCK502078,CUST109549,2022-03-21,Billing,Email,Low,10.1,TRUE,2
TCK502079,CUST108518,2021-07-06,Login/Access,In-App Chat,Low,16.7,TRUE,4
TCK502080,CUST110699,2025-09-06,Billing,Email,Low,9.9,TRUE,5
TCK502081,CUST106032,2024-05-17,Complaint,In-App Chat,Medium,7.5,TRUE,3
TCK502082,CUST108111,2021-02-18,Fraud/Dispute,In-App Chat,Low,9.5,TRUE,2
TCK502083,CUST101108,2021-11-25,General,In-App Chat,Medium,12.8,TRUE,4
TCK502084,CUST103809,2022-09-07,Fraud/Dispute,Email,Low,35.8,TRUE,4
TCK502085,CUST102178,2021-06-05,Login/Access,In-App Chat,High,9.7,TRUE,3
TCK502086,CUST102640,2025-05-20,Billing,In-App Chat,Low,10.9,TRUE,5
TCK502087,CUST101870,2023-01-09,Complaint,In-App Chat,High,27.6,TRUE,4
TCK502088,CUST104309,2022-02-16,General,In-App Chat,Low,10.1,TRUE,5
TCK502089,CUST103196,2024-11-24,Loan Inquiry,In-App Chat,Medium,24.3,TRUE,4
TCK502090,CUST105361,2025-02-15,Card Issue,Phone,High,20,TRUE,5
TCK502091,CUST109653,2021-07-11,Billing,In-App Chat,Low,6.8,TRUE,2
TCK502092,CUST101395,2022-05-18,Login/Access,Email,Medium,4.6,TRUE,5
TCK502093,CUST102527,2022-08-20,Billing,In-App Chat,Medium,0.7,TRUE,3
TCK502094,CUST107607,2022-07-24,General,In-App Chat,High,1.8,TRUE,5
TCK502095,CUST101732,2025-02-28,General,Phone,Medium,10.7,TRUE,5
TCK502096,CUST103519,2021-07-03,General,In-App Chat,Medium,12.4,TRUE,3
TCK502097,CUST103435,2026-03-26,Fraud/Dispute,In-App Chat,Low,11.9,TRUE,2
TCK502098,CUST110692,2026-05-26,Loan Inquiry,In-App Chat,High,3.2,TRUE,4
TCK502099,CUST104193,2025-07-11,Login/Access,Phone,Low,8.9,TRUE,5
TCK502100,CUST110229,2023-08-18,Fraud/Dispute,In-App Chat,Low,12.7,FALSE,4
TCK502101,CUST103022,2024-09-21,Fraud/Dispute,Twitter/X,Low,19.8,TRUE,4
TCK502102,CUST101476,2025-09-01,General,In-App Chat,High,18.3,TRUE,5
TCK502103,CUST106470,2024-08-29,Fraud/Dispute,Phone,Medium,10,TRUE,4
TCK502104,CUST108853,2026-03-16,Complaint,Email,Medium,6.5,TRUE,4
TCK502105,CUST106670,2021-09-16,Card Issue,In-App Chat,Low,8.9,TRUE,2
TCK502106,CUST103281,2023-04-28,Billing,In-App Chat,Low,8.7,TRUE,5
TCK502107,CUST108993,2023-09-03,Billing,Email,Medium,3.3,TRUE,5
TCK502108,CUST109299,2024-02-05,General,Email,Low,7.3,TRUE,4
TCK502109,CUST105180,2022-02-06,Fraud/Dispute,In-App Chat,Urgent,6.3,TRUE,4
TCK502110,CUST110100,2021-09-24,Fraud/Dispute,Phone,Urgent,3.8,TRUE,3
TCK502111,CUST110149,2025-04-21,Login/Access,In-App Chat,Low,21,TRUE,5
TCK502112,CUST107098,2023-06-02,General,Phone,Urgent,14.3,TRUE,4
TCK502113,CUST102703,2025-08-04,Loan Inquiry,Phone,Medium,14.2,TRUE,3
TCK502114,CUST108601,2025-08-21,Billing,In-App Chat,Medium,8.5,TRUE,4
TCK502115,CUST109674,2025-10-07,Billing,Email,Medium,13.5,TRUE,4
TCK502116,CUST103573,2021-07-27,Billing,Email,High,16.3,TRUE,5
TCK502117,CUST101463,2023-11-27,Loan Inquiry,In-App Chat,Urgent,25.4,TRUE,5
TCK502118,CUST104881,2025-04-03,Login/Access,Phone,Medium,5.8,TRUE,3
TCK502119,CUST106314,2023-02-14,Loan Inquiry,Phone,Medium,7.2,TRUE,5
TCK502120,CUST105373,2025-01-07,Billing,Email,Urgent,12,TRUE,2
TCK502121,CUST110922,2022-02-25,Billing,In-App Chat,Medium,14.3,TRUE,3
TCK502122,CUST108978,2026-02-12,General,In-App Chat,Low,6.2,FALSE,4
TCK502123,CUST110649,2021-11-11,Card Issue,Phone,Urgent,2,TRUE,4
TCK502124,CUST101996,2025-12-29,Card Issue,In-App Chat,Low,17.9,FALSE,1
TCK502125,CUST102602,2021-03-28,Loan Inquiry,Email,Urgent,8.9,TRUE,4
TCK502126,CUST100193,2024-02-02,Login/Access,Phone,High,5.4,TRUE,2
TCK502127,CUST108392,2021-12-07,Billing,Twitter/X,Low,10.8,TRUE,4
TCK502128,CUST107748,2022-11-25,Login/Access,Phone,Low,6.4,TRUE,1
TCK502129,CUST104220,2022-07-18,General,Twitter/X,Medium,4.8,TRUE,3
TCK502130,CUST104589,2024-11-15,Billing,In-App Chat,Urgent,14.5,TRUE,4
TCK502131,CUST104459,2021-04-12,Card Issue,In-App Chat,Medium,0.8,TRUE,5
TCK502132,CUST101497,2021-03-28,Fraud/Dispute,Email,Medium,10.8,TRUE,2
TCK502133,CUST105106,2024-12-07,General,In-App Chat,Low,7.3,TRUE,3
TCK502134,CUST108835,2024-01-23,Billing,Twitter/X,Low,14.5,TRUE,5
TCK502135,CUST104722,2022-10-26,Login/Access,In-App Chat,Medium,12.6,TRUE,5
TCK502136,CUST103188,2022-06-13,Billing,In-App Chat,Low,9.3,TRUE,4
TCK502137,CUST105991,2026-03-14,Billing,In-App Chat,Low,9.3,TRUE,3
TCK502138,CUST102674,2021-03-14,General,In-App Chat,Low,7.7,TRUE,5
TCK502139,CUST101703,2024-11-06,Billing,In-App Chat,Medium,13.4,TRUE,3
TCK502140,CUST105878,2022-07-11,Complaint,In-App Chat,Medium,21.6,TRUE,4
TCK502141,CUST106802,2021-07-10,Billing,Email,Medium,9.7,TRUE,5
TCK502142,CUST100982,2023-09-20,Billing,Phone,Medium,11.4,TRUE,4
TCK502143,CUST104162,2021-04-12,General,In-App Chat,Medium,30.6,TRUE,4
TCK502144,CUST108297,2024-08-06,Loan Inquiry,In-App Chat,Medium,9.8,TRUE,4
TCK502145,CUST108982,2026-02-12,Login/Access,Phone,Low,5.5,TRUE,3
TCK502146,CUST103287,2024-02-07,General,Phone,High,5.2,TRUE,3
TCK502147,CUST107640,2022-01-17,Complaint,In-App Chat,Low,2.9,TRUE,3
TCK502148,CUST109022,2021-11-10,Card Issue,In-App Chat,Low,8.2,TRUE,1
TCK502149,CUST106299,2025-02-27,Fraud/Dispute,Email,Low,5.6,TRUE,4
TCK502150,CUST108328,2021-01-04,General,In-App Chat,High,11.8,TRUE,4
TCK502151,CUST101541,2024-09-09,Login/Access,Phone,Medium,8.5,TRUE,3
TCK502152,CUST108106,2024-01-22,Billing,Twitter/X,Low,18.4,TRUE,5
TCK502153,CUST108237,2023-08-04,General,In-App Chat,Low,7.2,TRUE,5
TCK502154,CUST107015,2022-08-28,Card Issue,Twitter/X,Medium,14.5,TRUE,5
TCK502155,CUST103603,2023-11-17,General,In-App Chat,Low,21,TRUE,5
TCK502156,CUST106011,2024-09-27,Loan Inquiry,Email,Low,23,TRUE,2
TCK502157,CUST102014,2025-02-22,Card Issue,Phone,High,1.2,TRUE,5
TCK502158,CUST105888,2021-06-11,Billing,Email,Medium,29.3,FALSE,4
TCK502159,CUST109138,2023-08-30,Fraud/Dispute,In-App Chat,Low,7.9,TRUE,3
TCK502160,CUST106451,2025-07-27,Login/Access,Email,Low,12,TRUE,1
TCK502161,CUST102986,2024-05-16,Billing,Twitter/X,High,1.7,TRUE,5
TCK502162,CUST104677,2024-01-08,General,Email,Low,11.3,FALSE,1
TCK502163,CUST106128,2022-11-14,Loan Inquiry,Phone,Medium,10,TRUE,4
TCK502164,CUST106657,2022-08-17,Fraud/Dispute,In-App Chat,Low,18.2,TRUE,5
TCK502165,CUST106084,2023-08-01,Card Issue,In-App Chat,Low,8.3,TRUE,4
TCK502166,CUST109208,2023-05-18,Billing,Email,Medium,3.2,TRUE,5
TCK502167,CUST100643,2022-02-12,Complaint,Email,Low,13.5,TRUE,2
TCK502168,CUST106679,2023-01-27,Login/Access,In-App Chat,Urgent,6.4,FALSE,3
TCK502169,CUST105058,2025-02-28,Billing,Phone,Low,14,FALSE,3
TCK502170,CUST101641,2023-09-22,Complaint,Phone,Medium,6.7,TRUE,2
TCK502171,CUST100597,2022-10-24,Card Issue,Twitter/X,Low,18.4,TRUE,5
TCK502172,CUST109233,2022-04-19,Billing,In-App Chat,Low,4.9,TRUE,5
TCK502173,CUST110216,2022-05-17,Login/Access,In-App Chat,Medium,7,TRUE,4
TCK502174,CUST106390,2023-01-11,Complaint,Email,Low,7.1,TRUE,3
TCK502175,CUST110947,2023-08-30,Fraud/Dispute,Phone,Medium,12.8,TRUE,3
TCK502176,CUST102801,2022-05-19,Card Issue,Email,Low,1.3,TRUE,3
TCK502177,CUST100800,2021-01-10,Billing,Twitter/X,High,3,TRUE,4
TCK502178,CUST109233,2025-01-05,Billing,Phone,Low,1.9,TRUE,3
TCK502179,CUST102967,2024-08-07,Loan Inquiry,In-App Chat,Medium,4.8,TRUE,5
TCK502180,CUST106085,2025-05-30,Loan Inquiry,In-App Chat,Urgent,15.5,FALSE,4
TCK502181,CUST103511,2022-05-04,Billing,Email,Medium,16.5,TRUE,3
TCK502182,CUST103757,2021-05-11,General,Email,Medium,4.5,TRUE,5
TCK502183,CUST109821,2024-03-15,Loan Inquiry,In-App Chat,Medium,13.4,TRUE,5
TCK502184,CUST105437,2023-03-03,Fraud/Dispute,Email,Medium,9.9,TRUE,3
TCK502185,CUST100627,2021-01-05,General,Email,Medium,19.1,TRUE,5
TCK502186,CUST106875,2021-07-13,General,In-App Chat,Medium,19,TRUE,4
TCK502187,CUST110722,2026-02-07,General,In-App Chat,Medium,5.8,TRUE,4
TCK502188,CUST102563,2021-09-20,Billing,In-App Chat,Low,22.5,TRUE,5
TCK502189,CUST107596,2022-04-11,Fraud/Dispute,Phone,Urgent,2.6,TRUE,3
TCK502190,CUST104732,2023-12-02,Fraud/Dispute,In-App Chat,High,15.2,TRUE,4
TCK502191,CUST103098,2025-08-14,Complaint,Phone,High,17.6,TRUE,2
TCK502192,CUST110098,2024-06-27,General,Phone,Medium,1.8,FALSE,1
TCK502193,CUST100432,2021-04-08,Billing,In-App Chat,Low,4.7,TRUE,3
TCK502194,CUST110278,2025-07-23,Complaint,Email,Low,7.5,TRUE,2
TCK502195,CUST100911,2021-01-19,Billing,In-App Chat,Medium,3.6,TRUE,4
TCK502196,CUST107794,2022-03-09,Billing,In-App Chat,Low,13.6,TRUE,4
TCK502197,CUST100018,2022-08-27,Billing,In-App Chat,Low,5.5,TRUE,4
TCK502198,CUST109673,2026-03-14,Card Issue,Email,Urgent,5.2,TRUE,3
TCK502199,CUST108086,2024-02-28,Fraud/Dispute,In-App Chat,Urgent,26.2,TRUE,2
TCK502200,CUST100457,2024-12-08,Fraud/Dispute,Email,Medium,1.6,TRUE,5
TCK502201,CUST107727,2023-01-27,Loan Inquiry,In-App Chat,Medium,6.6,TRUE,5
TCK502202,CUST107562,2024-05-23,Loan Inquiry,In-App Chat,Medium,24.6,FALSE,1
TCK502203,CUST105046,2024-08-24,Billing,Phone,Low,16.5,TRUE,4
TCK502204,CUST109905,2023-12-27,Fraud/Dispute,Phone,Medium,7.4,TRUE,5
TCK502205,CUST110055,2021-04-01,Login/Access,Phone,Low,17,TRUE,4
TCK502206,CUST105411,2021-05-29,Complaint,Phone,Low,1.1,TRUE,5
TCK502207,CUST100006,2024-05-29,Billing,Email,High,15.5,TRUE,2
TCK502208,CUST107870,2023-01-29,General,In-App Chat,High,2,TRUE,5
TCK502209,CUST106604,2026-03-09,Card Issue,In-App Chat,High,37.1,TRUE,5
TCK502210,CUST105919,2023-08-12,Loan Inquiry,Twitter/X,Low,7.5,TRUE,5
TCK502211,CUST105210,2023-06-11,Complaint,Phone,Urgent,11.2,TRUE,5
TCK502212,CUST104538,2025-11-03,Billing,In-App Chat,Low,23.4,TRUE,4
TCK502213,CUST104753,2024-12-19,Billing,In-App Chat,Medium,35.5,TRUE,5
TCK502214,CUST100960,2022-04-27,General,Phone,Low,10.9,TRUE,5
TCK502215,CUST100995,2025-04-17,Loan Inquiry,Phone,Low,26.3,TRUE,3
TCK502216,CUST100821,2024-06-09,General,In-App Chat,Medium,8.6,FALSE,2
TCK502217,CUST102627,2024-12-08,Card Issue,Phone,Medium,3.8,FALSE,1
TCK502218,CUST100545,2021-11-12,Card Issue,In-App Chat,Urgent,9.2,TRUE,5
TCK502219,CUST110943,2023-08-26,General,Email,Low,15.9,TRUE,4
TCK502220,CUST107892,2023-01-01,Card Issue,In-App Chat,Low,16.9,TRUE,1
TCK502221,CUST105557,2021-11-05,Login/Access,In-App Chat,Medium,30.1,TRUE,5
TCK502222,CUST103308,2021-08-25,Fraud/Dispute,Email,Urgent,10.8,TRUE,4
TCK502223,CUST109766,2023-04-16,Loan Inquiry,Phone,High,9,TRUE,5
TCK502224,CUST103425,2024-02-02,Loan Inquiry,Phone,Low,11.3,TRUE,5
TCK502225,CUST110746,2021-04-12,Loan Inquiry,Twitter/X,Low,13.1,FALSE,1
TCK502226,CUST106502,2022-07-24,Login/Access,In-App Chat,Medium,7.3,TRUE,5
TCK502227,CUST103348,2024-05-19,General,Twitter/X,Low,6.9,TRUE,1
TCK502228,CUST100945,2023-09-08,Card Issue,In-App Chat,Low,10.4,TRUE,2
TCK502229,CUST107747,2026-02-25,Login/Access,Twitter/X,Low,16.3,TRUE,5
TCK502230,CUST101539,2026-02-07,General,In-App Chat,High,5.8,TRUE,5
TCK502231,CUST103797,2022-12-25,Complaint,Twitter/X,Medium,2.3,TRUE,5
TCK502232,CUST110847,2022-07-12,Fraud/Dispute,In-App Chat,Urgent,5.8,TRUE,2
TCK502233,CUST100626,2022-08-22,Card Issue,Twitter/X,Low,8.8,TRUE,4
TCK502234,CUST101478,2026-06-07,Card Issue,Phone,Urgent,7.8,TRUE,4
TCK502235,CUST104752,2022-04-04,Login/Access,Twitter/X,Low,0.3,TRUE,3
TCK502236,CUST100778,2023-12-06,Login/Access,In-App Chat,Low,31,TRUE,4
TCK502237,CUST106884,2022-02-12,Card Issue,Phone,Low,13.3,TRUE,4
TCK502238,CUST109273,2021-12-29,General,In-App Chat,Low,9.6,TRUE,5
TCK502239,CUST105190,2021-07-19,Card Issue,Twitter/X,Low,12,TRUE,5
TCK502240,CUST106161,2026-02-11,General,In-App Chat,Low,2.9,TRUE,5
TCK502241,CUST105733,2025-04-11,Card Issue,In-App Chat,Medium,7.5,TRUE,5
TCK502242,CUST104365,2023-01-18,Complaint,In-App Chat,Medium,9.2,TRUE,5
TCK502243,CUST110239,2024-01-19,Complaint,In-App Chat,Urgent,3.3,TRUE,3
TCK502244,CUST100788,2025-05-21,General,In-App Chat,Low,8.3,TRUE,4
TCK502245,CUST108895,2025-07-01,Login/Access,In-App Chat,Medium,17.2,TRUE,3
TCK502246,CUST108387,2024-12-21,Login/Access,Twitter/X,Medium,16.5,TRUE,5
TCK502247,CUST105275,2023-06-04,Loan Inquiry,In-App Chat,High,18,TRUE,5
TCK502248,CUST108824,2023-02-07,Loan Inquiry,Email,Medium,3.8,TRUE,4
TCK502249,CUST100332,2024-05-09,Card Issue,In-App Chat,High,10.4,TRUE,5
TCK502250,CUST103492,2024-07-03,Billing,In-App Chat,Low,15.1,TRUE,5
TCK502251,CUST110092,2022-03-30,Billing,In-App Chat,Low,22.6,TRUE,4
TCK502252,CUST109053,2023-08-19,Billing,Email,Medium,29.8,TRUE,5
TCK502253,CUST110465,2023-03-08,Card Issue,In-App Chat,Urgent,13.8,TRUE,5
TCK502254,CUST107451,2023-05-18,Billing,Phone,High,48.9,TRUE,4
TCK502255,CUST101454,2025-02-22,Card Issue,In-App Chat,High,14.6,TRUE,5
TCK502256,CUST110569,2021-07-02,General,Phone,Medium,3.6,TRUE,3
TCK502257,CUST105160,2021-06-17,Card Issue,In-App Chat,Urgent,22.8,TRUE,1
TCK502258,CUST110931,2025-07-31,Loan Inquiry,Phone,Medium,10.2,TRUE,4
TCK502259,CUST107013,2025-12-06,Billing,Email,Low,15.1,TRUE,5
TCK502260,CUST108698,2022-01-19,Card Issue,Twitter/X,High,11.5,TRUE,5
TCK502261,CUST102808,2024-09-08,Loan Inquiry,Twitter/X,Medium,11.7,TRUE,3
TCK502262,CUST104057,2022-01-20,Loan Inquiry,Twitter/X,Low,4.7,TRUE,5
TCK502263,CUST100023,2023-08-19,Loan Inquiry,Phone,Low,3.7,TRUE,5
TCK502264,CUST108531,2025-06-26,Card Issue,In-App Chat,High,10.1,TRUE,5
TCK502265,CUST104054,2026-06-26,General,Email,High,11.6,TRUE,5
TCK502266,CUST100699,2022-10-07,Fraud/Dispute,In-App Chat,Medium,6.3,TRUE,3
TCK502267,CUST100798,2024-07-25,Loan Inquiry,Twitter/X,Low,3.2,TRUE,5
TCK502268,CUST103349,2021-04-30,Fraud/Dispute,Email,Low,12.9,TRUE,2
TCK502269,CUST110816,2022-11-11,General,Phone,Low,6.6,TRUE,4
TCK502270,CUST100141,2023-04-20,Billing,Twitter/X,Medium,24.3,TRUE,5
TCK502271,CUST105096,2025-09-09,Fraud/Dispute,Phone,Medium,5.8,TRUE,5
TCK502272,CUST108171,2021-09-24,General,In-App Chat,Low,9.9,TRUE,4
TCK502273,CUST103400,2023-07-17,Fraud/Dispute,Phone,High,5.1,TRUE,5
TCK502274,CUST104330,2021-04-16,General,Email,Low,23,TRUE,4
TCK502275,CUST103750,2025-07-25,Login/Access,In-App Chat,Urgent,13.2,TRUE,3
TCK502276,CUST100526,2025-10-20,Login/Access,Phone,High,21.6,TRUE,5
TCK502277,CUST100481,2022-01-17,Card Issue,Email,Low,25,TRUE,4
TCK502278,CUST108599,2026-06-13,General,Email,Low,7.1,TRUE,5
TCK502279,CUST108979,2023-02-12,Complaint,In-App Chat,Medium,15.5,TRUE,2
TCK502280,CUST103276,2022-11-15,Login/Access,In-App Chat,Medium,15.5,TRUE,4
TCK502281,CUST110830,2022-12-23,Card Issue,In-App Chat,Low,4,TRUE,4
TCK502282,CUST100833,2026-01-12,Billing,In-App Chat,Urgent,31.2,TRUE,3
TCK502283,CUST107308,2021-09-24,Login/Access,In-App Chat,High,45.1,TRUE,4
TCK502284,CUST103619,2022-03-09,Complaint,Email,Low,16.4,TRUE,2
TCK502285,CUST105103,2024-02-29,Card Issue,Email,Medium,2.4,TRUE,5
TCK502286,CUST104114,2022-08-08,Login/Access,Phone,High,8.9,TRUE,3
TCK502287,CUST100427,2024-10-05,General,Twitter/X,Medium,2.5,TRUE,4
TCK502288,CUST109374,2026-06-12,Billing,Twitter/X,Low,20.8,TRUE,5
TCK502289,CUST108754,2022-01-22,General,In-App Chat,High,9.9,TRUE,1
TCK502290,CUST100651,2025-09-04,Loan Inquiry,In-App Chat,Medium,12,TRUE,4
TCK502291,CUST107442,2025-07-08,Loan Inquiry,Phone,Low,30,TRUE,3
TCK502292,CUST103824,2022-12-13,Complaint,Phone,Medium,18.6,TRUE,4
TCK502293,CUST102012,2024-04-09,Loan Inquiry,Email,Low,8.6,TRUE,5
TCK502294,CUST102609,2024-07-17,Complaint,In-App Chat,Urgent,3.3,TRUE,5
TCK502295,CUST101000,2025-11-01,Complaint,In-App Chat,Medium,15.1,TRUE,5
TCK502296,CUST101618,2022-03-05,Card Issue,Twitter/X,High,13.3,TRUE,5
TCK502297,CUST105171,2024-10-29,Fraud/Dispute,Email,High,6.5,TRUE,5
TCK502298,CUST109044,2023-12-26,General,Email,Medium,10.4,TRUE,5
TCK502299,CUST105983,2022-07-23,Fraud/Dispute,Email,Urgent,12.6,TRUE,3
TCK502300,CUST105979,2023-04-30,Login/Access,In-App Chat,High,1.7,TRUE,5
TCK502301,CUST108899,2025-03-18,Complaint,Email,Medium,2,TRUE,4
TCK502302,CUST109522,2025-01-18,Complaint,In-App Chat,Medium,2.7,TRUE,3
TCK502303,CUST106892,2021-12-12,Fraud/Dispute,In-App Chat,High,43.5,TRUE,5
TCK502304,CUST105063,2024-04-28,Loan Inquiry,Phone,Low,8,TRUE,5
TCK502305,CUST102553,2022-01-22,Billing,In-App Chat,Medium,5.3,TRUE,3
TCK502306,CUST101373,2022-10-24,Complaint,Email,Medium,1.8,TRUE,5
TCK502307,CUST106881,2024-12-31,Fraud/Dispute,Phone,Low,16,TRUE,5
TCK502308,CUST109606,2024-02-18,Fraud/Dispute,In-App Chat,Low,10.4,TRUE,5
TCK502309,CUST109663,2023-08-20,General,Email,Medium,9.1,TRUE,3
TCK502310,CUST104660,2024-12-30,Billing,Phone,High,19.6,TRUE,4
TCK502311,CUST101785,2024-07-09,Loan Inquiry,In-App Chat,Low,22.4,TRUE,2
TCK502312,CUST109986,2023-10-15,Login/Access,In-App Chat,Medium,8,TRUE,4
TCK502313,CUST106402,2025-09-08,Login/Access,Twitter/X,High,7,TRUE,2
TCK502314,CUST104054,2023-07-20,Billing,In-App Chat,Low,9.4,TRUE,5
TCK502315,CUST101319,2021-01-07,Card Issue,Phone,Medium,2.2,TRUE,1
TCK502316,CUST106823,2024-12-07,Card Issue,Email,Urgent,13.8,TRUE,4
TCK502317,CUST102908,2025-04-03,Login/Access,Email,Low,23,FALSE,2
TCK502318,CUST107422,2022-02-03,Complaint,In-App Chat,Medium,9.4,TRUE,5
TCK502319,CUST108317,2023-07-02,Card Issue,In-App Chat,High,15.9,TRUE,4
TCK502320,CUST102600,2025-10-28,Billing,In-App Chat,High,12.2,FALSE,3
TCK502321,CUST103496,2021-06-17,Complaint,Phone,Low,9,TRUE,5
TCK502322,CUST105206,2025-06-22,Billing,Phone,Medium,3.5,TRUE,5
TCK502323,CUST105891,2023-03-31,Card Issue,In-App Chat,Low,8,FALSE,3
TCK502324,CUST107802,2025-12-14,Billing,Phone,Low,13.2,TRUE,3
TCK502325,CUST100762,2022-10-25,Fraud/Dispute,In-App Chat,High,3.1,TRUE,3
TCK502326,CUST108176,2023-04-23,Complaint,Twitter/X,High,3.6,FALSE,1
TCK502327,CUST110103,2021-02-16,Billing,Email,Medium,10.6,TRUE,5
TCK502328,CUST107104,2023-08-25,Fraud/Dispute,In-App Chat,Medium,23.5,TRUE,4
TCK502329,CUST103359,2024-02-26,Login/Access,In-App Chat,High,14.7,TRUE,5
TCK502330,CUST108059,2022-05-16,Loan Inquiry,Email,High,9.8,TRUE,4
TCK502331,CUST103517,2024-05-18,Fraud/Dispute,Phone,High,5,TRUE,5
TCK502332,CUST100816,2025-09-01,Card Issue,Email,Medium,12.4,FALSE,3
TCK502333,CUST102578,2023-12-21,Login/Access,In-App Chat,Low,3.8,TRUE,5
TCK502334,CUST108132,2026-03-13,Loan Inquiry,Email,Low,3.8,TRUE,4
TCK502335,CUST104066,2024-01-15,Billing,Phone,Low,5,TRUE,3
TCK502336,CUST110432,2024-07-16,Card Issue,Email,Medium,3.2,FALSE,4
TCK502337,CUST108829,2023-01-17,Complaint,Email,Low,25.4,TRUE,4
TCK502338,CUST101910,2025-08-03,Billing,Email,Low,1.7,TRUE,5
TCK502339,CUST109023,2025-06-11,Card Issue,In-App Chat,Medium,18.1,TRUE,5
TCK502340,CUST110714,2023-01-05,Card Issue,Twitter/X,Low,15.3,TRUE,1
TCK502341,CUST108943,2024-11-09,Login/Access,Phone,Low,3.1,TRUE,3
TCK502342,CUST108201,2021-04-29,Billing,In-App Chat,Low,10.7,TRUE,4
TCK502343,CUST101946,2023-06-10,Login/Access,In-App Chat,Low,2.4,TRUE,5
TCK502344,CUST101535,2023-10-15,Loan Inquiry,Twitter/X,High,11.8,TRUE,3
TCK502345,CUST105241,2023-05-19,Complaint,Phone,Medium,22.5,TRUE,2
TCK502346,CUST102940,2026-05-13,Billing,Phone,Medium,5.1,TRUE,4
TCK502347,CUST103248,2021-02-03,Fraud/Dispute,In-App Chat,Low,6.4,TRUE,1
TCK502348,CUST100940,2022-09-05,Card Issue,Twitter/X,High,6.2,TRUE,5
TCK502349,CUST104295,2023-03-04,Billing,Email,High,15.8,TRUE,4
TCK502350,CUST103088,2021-12-20,Loan Inquiry,In-App Chat,Low,26,TRUE,5
TCK502351,CUST109938,2022-08-13,Fraud/Dispute,Twitter/X,Low,5.7,TRUE,5
TCK502352,CUST109753,2022-12-24,General,In-App Chat,Medium,18.9,TRUE,5
TCK502353,CUST109342,2023-10-12,Billing,In-App Chat,High,12.1,TRUE,4
TCK502354,CUST106373,2023-05-08,Fraud/Dispute,In-App Chat,High,24.4,FALSE,4
TCK502355,CUST105862,2024-04-20,General,In-App Chat,Low,13.4,TRUE,4
TCK502356,CUST101861,2026-05-17,Loan Inquiry,In-App Chat,Low,25,TRUE,5
